,Symbol,Name,Sector,Industry,Market
3703,SIMO,Silicon Motion Technology Corporation American Depositary Shares,Technology,Semiconductors,NASDAQ
3704,SINT,SiNtx Technologies Inc. Common Stock,Health Care,Industrial Specialties,NASDAQ
3705,SIOX,Sio Gene Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3706,SIRI,Sirius XM Holdings Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,NASDAQ
3708,SITM,SiTime Corporation Common Stock,Technology,Semiconductors,NASDAQ
3709,SIVB,SVB Financial Group Common Stock,Finance,Major Banks,NASDAQ
3710,SIVBP,SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks,NASDAQ
3711,SJ,Scienjoy Holding Corporation Class A Ordinary Shares ,Technology,EDP Services,NASDAQ
3712,SKGR,SK Growth Opportunities Corporation Class A Common Stock,Finance,Blank Checks,NASDAQ
3713,SKIN,The Beauty Health Company Class A Common Stock,Consumer Discretionary,Package Goods/Cosmetics,NASDAQ
3714,SKWD,Skyward Specialty Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers,NASDAQ
3715,SKYA,Skydeck Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
3716,SKYAW,Skydeck Acquisition Corp. Warrants,Finance,Blank Checks,NASDAQ
3717,SKYT,SkyWater Technology Inc. Common Stock,Technology,Semiconductors,NASDAQ
3718,SKYW,SkyWest Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,NASDAQ
3719,SKYX,SKYX Platforms Corp. Common Stock,Technology,Electrical Products,NASDAQ
3720,SLAB,Silicon Laboratories Inc. Common Stock,Technology,Semiconductors,NASDAQ
3721,SLAC,Social Leverage Acquisition Corp I Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3722,SLACU,Social Leverage Acquisition Corp I Units each consisting of one share of Class A common stock and one-fourth of one redeemable warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
3723,SLACW,Social Leverage Acquisition Corp I Redeemable warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50,Industrials,Consumer Electronics/Appliances,NASDAQ
3724,SLAM,Slam Corp. Class A Ordinary Share,Finance,Blank Checks,NASDAQ
3725,SLAMU,Slam Corp. Unit,Finance,Blank Checks,NASDAQ
3726,SLAMW,Slam Corp. warrant,Finance,Blank Checks,NASDAQ
3727,SLDB,Solid Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
3728,SLDP,Solid Power Inc. Class A Common Stock,Energy,Electrical Products,NASDAQ
3729,SLDPW,Solid Power Inc. Warrant,Energy,Electrical Products,NASDAQ
3730,SLGC,SomaLogic Inc. Class A Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
3731,SLGCW,SomaLogic Inc. Warrant,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
3732,SLGG,Super League Gaming Inc. Common Stock,Industrials,Industrial Machinery/Components,NASDAQ
3733,SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3734,SLM,SLM Corporation Common Stock,Finance,Finance: Consumer Services,NASDAQ
3735,SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,Finance,Finance: Consumer Services,NASDAQ
3736,SLN,Silence Therapeutics Plc American Depository Share,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3737,SLNA,Selina Hospitality PLC Ordinary Shares,Finance,Blank Checks,NASDAQ
3738,SLNAW,Selina Hospitality PLC Warrant,Finance,Blank Checks,NASDAQ
3739,SLND,Southland Holdings Inc. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3740,SLNDW,Southland Holdings Inc. Warrants,Industrials,Consumer Electronics/Appliances,NASDAQ
3741,SLNG,Stabilis Solutions Inc. Common Stock,Utilities,Oil/Gas Transmission,NASDAQ
3742,SLNH,Soluna Holdings Inc. Common Stock,Technology,EDP Services,NASDAQ
3743,SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,Technology,EDP Services,NASDAQ
3744,SLNO,Soleno Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3745,SLP,Simulations Plus Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3746,SLRC,SLR Investment Corp. Common Stock,Finance,Finance/Investors Services,NASDAQ
3747,SLRX,Salarius Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3748,SLS,SELLAS Life Sciences Group Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3749,SLVR,SilverSPAC Inc. Class A Ordinary Share,Finance,Blank Checks,NASDAQ
3750,SLVRW,SilverSPAC Inc. Warrant,Finance,Blank Checks,NASDAQ
3751,SMAP,SportsMap Tech Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3752,SMBC,Southern Missouri Bancorp Inc. Common Stock,Finance,Banks,NASDAQ
3753,SMBK,SmartFinancial Inc. Common Stock,Finance,Major Banks,NASDAQ
3754,SMCI,Super Micro Computer Inc. Common Stock,Technology,Computer Manufacturing,NASDAQ
3755,SMFL,Smart for Life Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling,NASDAQ
3756,SMID,Smith-Midland Corporation Common Stock,Industrials,Building Materials,NASDAQ
3757,SMIH,Summit Healthcare Acquisition Corp. Class A Ordinary Share,Finance,Blank Checks,NASDAQ
3758,SMIHU,Summit Healthcare Acquisition Corp. Units,Finance,Blank Checks,NASDAQ
3759,SMIHW,Summit Healthcare Acquisition Corp. Warrant,Finance,Blank Checks,NASDAQ
3760,SMLR,Semler Scientific Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
3761,SMMF,Summit Financial Group Inc. Common Stock,Finance,Major Banks,NASDAQ
3762,SMMT,Summit Therapeutics Inc. Common Stock ,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
3763,SMPL,The Simply Good Foods Company Common Stock,Consumer Staples,Packaged Foods,NASDAQ
3764,SMSI,Smith Micro Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3765,SMTC,Semtech Corporation Common Stock,Technology,Semiconductors,NASDAQ
3766,SMTI,Sanara MedTech Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
3768,SNAX,Stryve Foods Inc. Class A Common Stock,Consumer Staples,Specialty Foods,NASDAQ
3769,SNAXW,Stryve Foods Inc. Warrant,Consumer Staples,Specialty Foods,NASDAQ
3770,SNBR,Sleep Number Corporation Common Stock,Consumer Discretionary,Home Furnishings,NASDAQ
3771,SNCE,Science 37 Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3772,SNCR,Synchronoss Technologies Inc. Common Stock,Technology,EDP Services,NASDAQ
3773,SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,Technology,EDP Services,NASDAQ
3774,SNCY,Sun Country Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,NASDAQ
3775,SND,Smart Sand Inc. Common Stock,Industrials,Metal Fabrications,NASDAQ
3776,SNDL,SNDL Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,NASDAQ
3777,SNDX,Syndax Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3778,SNES,SenesTech Inc. Common Stock,Industrials,Multi-Sector Companies,NASDAQ
3779,SNEX,StoneX Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,NASDAQ
3780,SNFCA,Security National Financial Corporation Class A Common Stock,Finance,Diversified Financial Services,NASDAQ
3781,SNGX,Soligenix Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3782,SNOA,Sonoma Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3783,SNPO,Snap One Holdings Corp. Common Stock,Consumer Discretionary,Electronics Distribution,NASDAQ
3784,SNPS,Synopsys Inc. Common Stock,Technology,EDP Services,NASDAQ
3785,SNPX,Synaptogenix Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
3786,SNRH,Senior Connect Acquisition Corp. I Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3787,SNSE,Sensei Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3788,SNT,Senstar Technologies Ltd. Ordinary Shares,Telecommunications,Telecommunications Equipment,NASDAQ
3789,SNTG,Sentage Holdings Inc. Ordinary Shares,Finance,Finance: Consumer Services,NASDAQ
3790,SNTI,Senti Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3791,SNY,Sanofi ADS,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3792,SOBR,SOBR Safe Inc. Common Stock,Industrials,Industrial Machinery/Components,NASDAQ
3793,SOFI,SoFi Technologies Inc. Common Stock  ,Finance,Diversified Financial Services,NASDAQ
3794,SOFO,Sonic Foundry Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3795,SOHO,Sotherly Hotels Inc. Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3796,SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3797,SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3798,SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3799,SOHU,Sohu.com Limited American Depositary Shares,Technology,EDP Services,NASDAQ
3800,SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,NASDAQ
3801,SOLOW,Electrameccanica Vehicles Corp. Ltd. Warrants,Consumer Discretionary,Auto Parts:O.E.M.,NASDAQ
3804,SONM,Sonim Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment,NASDAQ
3805,SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
3806,SONO,Sonos Inc. Common Stock,Consumer Discretionary,Consumer Electronics/Video Chains,NASDAQ
3807,SOPA,Society Pass Incorporated Common Stock,Technology,EDP Services,NASDAQ
3808,SOPH,SOPHiA GENETICS SA Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
3809,SOTK,Sono-Tek Corporation Common Stock,Industrials,Industrial Machinery/Components,NASDAQ
3810,SOUN,SoundHound AI Inc Class A Common Stock,Technology,EDP Services,NASDAQ
3811,SOUNW,SoundHound AI Inc. Warrant,Technology,EDP Services,NASDAQ
3812,SOVO,Sovos Brands Inc. Common Stock,Consumer Discretionary,Specialty Foods,NASDAQ
3813,SP,SP Plus Corporation Common Stock,Consumer Discretionary,Other Consumer Services,NASDAQ
3814,SPCB,SuperCom Ltd. Ordinary Shares (Israel),Technology,Semiconductors,NASDAQ
3815,SPCM,Sound Point Acquisition Corp I Ltd Class A Ordinary Share,Finance,Blank Checks,NASDAQ
3816,SPCMU,Sound Point Acquisition Corp I Ltd Unit,Finance,Blank Checks,NASDAQ
3817,SPFI,South Plains Financial Inc. Common Stock,Finance,Major Banks,NASDAQ
3818,SPI,SPI Energy Co. Ltd. Ordinary Shares,Technology,Semiconductors,NASDAQ
3819,SPKB,Silver Spike Acquisition Corp II Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
3820,SPKBW,Silver Spike Acquisition Corp II Warrant,Finance,Blank Checks,NASDAQ
3821,SPLK,Splunk Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3822,SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),Technology,Computer Software: Prepackaged Software,NASDAQ
3823,SPOK,Spok Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
3824,SPPI,Spectrum Pharmaceuticals Inc.Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3825,SPRB,Spruce Biosciences Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
3826,SPRC,SciSparc Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3827,SPRO,Spero Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3828,SPRY,ARS Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3829,SPSC,SPS Commerce Inc. Common Stock,Technology,EDP Services,NASDAQ
3830,SPT,Sprout Social Inc Class A Common Stock,Technology,EDP Services,NASDAQ
3831,SPTN,SpartanNash Company Common Stock,Consumer Discretionary,Food Distributors,NASDAQ
3832,SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,NASDAQ
3833,SPWR,SunPower Corporation Common Stock,Technology,Semiconductors,NASDAQ
3834,SQFT,Presidio Property Trust Inc. Class A Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3835,SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,Real Estate,Real Estate Investment Trusts,NASDAQ
3836,SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,Real Estate,Real Estate Investment Trusts,NASDAQ
3837,SQL,SeqLL Inc. Common stock,Health Care,Medical Specialities,NASDAQ
3838,SQLLW,SeqLL Inc. Warrant,Health Care,Medical Specialities,NASDAQ
3839,SRAD,Sportradar Group AG Class A Ordinary Shares,Technology,Computer Software: Programming Data Processing,NASDAQ
3840,SRAX,SRAX Inc. Class A Common Stock,Consumer Discretionary,Advertising,NASDAQ
3841,SRCE,1st Source Corporation Common Stock,Finance,Major Banks,NASDAQ
3842,SRCL,Stericycle Inc. Common Stock,Utilities,Environmental Services,NASDAQ
3843,SRDX,Surmodics Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
3844,SRGA,Surgalign Holdings Inc. Common Stock,Health Care,Industrial Specialties,NASDAQ
3845,SRNE,Sorrento Therapeutics Inc.  Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
3846,SRPT,Sarepta Therapeutics Inc. Common Stock (DE),Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3847,SRRK,Scholar Rock Holding Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3848,SRTS,Sensus Healthcare Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
3849,SRZN,Surrozen Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
3850,SRZNW,Surrozen Inc. Warrant,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
3851,SSB,SouthState Corporation Common Stock,Finance,Major Banks,NASDAQ
3852,SSBI,Summit State Bank Common Stock,Finance,Major Banks,NASDAQ
3853,SSBK,Southern States Bancshares Inc. Common Stock,Finance,Commercial Banks,NASDAQ
3854,SSIC,Silver Spike Investment Corp. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
3855,SSKN,Strata Skin Sciences Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
3856,SSNC,SS&C Technologies Holdings Inc. Common Stock,Technology,EDP Services,NASDAQ
3857,SSNT,SilverSun Technologies Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3858,SSP,E.W. Scripps Company (The) Class A Common Stock,Industrials,Broadcasting,NASDAQ
3860,SSSS,SuRo Capital Corp. Common Stock,Finance,Finance/Investors Services,NASDAQ
3861,SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,Finance,Finance Companies,NASDAQ
3862,SSTI,ShotSpotter Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3863,SSYS,Stratasys Ltd. Ordinary Shares (Israel),Technology,Computer peripheral equipment,NASDAQ
3864,STAA,STAAR Surgical Company Common Stock,Health Care,Ophthalmic Goods,NASDAQ
3865,STAF,Staffing 360 Solutions Inc. Common Stock (DE),Consumer Discretionary,Diversified Commercial Services,NASDAQ
3866,STBA,S&T Bancorp Inc. Common Stock,Finance,Major Banks,NASDAQ
3867,STBX,Starbox Group Holdings Ltd. Ordinary Shares,Consumer Discretionary,Advertising,NASDAQ
3868,STCN,Steel Connect Inc. Common Stock,Consumer Discretionary,Advertising,NASDAQ
3869,STEL,Stellar Bancorp Inc. Common Stock,Finance,Major Banks,NASDAQ
3870,STEP,StepStone Group Inc. Class A Common Stock,Finance,Finance/Investors Services,NASDAQ
3871,STER,Sterling Check Corp. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3872,STGW,Stagwell Inc. Class A Common Stock,Consumer Discretionary,Advertising,NASDAQ
3873,STIM,Neuronetics Inc. Common Stock,Health Care,Managed Health Care,NASDAQ
3874,STIX,Semantix Inc. Class A Ordinary Shares,Technology,EDP Services,NASDAQ
3875,STIXW,Semantix Inc. Warrant,Technology,EDP Services,NASDAQ
3876,STKH,Steakholder Foods Ltd. American Depositary Shares,Consumer Staples,Packaged Foods,NASDAQ
3877,STKL,SunOpta Inc. Common Stock,Basic Materials,Precious Metals,NASDAQ
3878,STKS,The ONE Group Hospitality Inc. Common Stock,Consumer Discretionary,Restaurants,NASDAQ
3879,STLD,Steel Dynamics Inc.,Industrials,Steel/Iron Ore,NASDAQ
3880,STNE,StoneCo Ltd. Class A Common Shares,Technology,EDP Services,NASDAQ
3881,STOK,Stoke Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3882,STRA,Strategic Education Inc. Common Stock,Consumer Discretionary,Service to the Health Industry,NASDAQ
3883,STRC,Sarcos Technology and Robotics Corporation Common Stock,Industrials,Wholesale Distributors,NASDAQ
3884,STRCW,Sarcos Technology and Robotics Corporation Warrants,Industrials,Wholesale Distributors,NASDAQ
3885,STRL,Sterling Infrastructure Inc. Common Stock,Industrials,Oilfield Services/Equipment,NASDAQ
3886,STRM,Streamline Health Solutions Inc. Common Stock,Technology,EDP Services,NASDAQ
3887,STRO,Sutro Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3888,STRR,Star Equity Holdings Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
3889,STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
3890,STRS,Stratus Properties Inc. Common Stock,Real Estate,Homebuilding,NASDAQ
3891,STRT,STRATTEC SECURITY CORPORATION Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,NASDAQ
3892,STSA,Satsuma Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3893,STSS,Sharps Technology Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
3894,STSSW,Sharps Technology Inc. Warrant,Finance,Investment Bankers/Brokers/Service,NASDAQ
3895,STTK,Shattuck Labs Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3896,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Technology,Electronic Components,NASDAQ
3897,SUMO,Sumo Logic Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
3898,SUNW,Sunworks Inc. Common Stock,Technology,Semiconductors,NASDAQ
3899,SUPN,Supernus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3900,SURF,Surface Oncology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
